名称,来源,页码,Rarity,Type,Attunement,Damage,Properties,Mastery,Weight,Value,Text
+3 武器,DMG'24,324,very rare,通用变体,,,,,,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+3的额外加成。

基础物品 Base items. 这个变体物品可以应用于以下基础物品:

三叉戟 (+3 三叉戟)伊库瓦短矛 (+3 伊库瓦短矛)刺剑 (+3 刺剑)匕首 (+3 匕首)半自动手枪 (+3 半自动手枪)双刃弯刀 (+3 双刃弯刀)反物质步枪 (+3 反物质步枪)吹箭筒 (+3 吹箭筒)左轮枪 (+3 左轮枪)巨剑 (+3 巨剑)巨斧 (+3 巨斧)巨棒 (+3 巨棒)巨锤 (+3 巨锤)弯刀 (+3 弯刀)战斧 (+3 战斧)战锤 (+3 战锤)战镐 (+3 战镐)手弩 (+3 手弩)手斧 (+3 手斧)手枪 (+3 手枪)投石索 (+3 投石索)标枪 (+3 标枪)滑膛枪 (+3 滑膛枪)激光手枪 (+3 激光手枪)激光步枪 (+3 激光步枪)狩猎步枪 (+3 狩猎步枪)矛 (+3 矛)短剑 (+3 短剑)短弓 (+3 短弓)短棒 (+3 短棒)硬头锤 (+3 硬头锤)胡帕克杖 (+3 胡帕克杖)自动步枪 (+3 自动步枪)轻型连弩 (+3 轻型连弩)轻弩 (+3 轻弩)轻锤 (+3 轻锤)重弩 (+3 重弩)钉头锤 (+3 钉头锤)钩矛 (+3 钩矛)链枷 (+3 链枷)镰刀 (+3 镰刀)长剑 (+3 长剑)长弓 (+3 长弓)长戟 (+3 长戟)长柄刀 (+3 长柄刀)长棍 (+3 长棍)长矛 (+3 长矛)霰弹枪 (+3 霰弹枪)鞭子 (+3 鞭子)飞镖 (+3 飞镖)骑枪 (+3 骑枪)"
+3 滑膛枪,DMG'24,324,very rare,"武器 (滑膛枪), 军用武器, 远程武器, 枪械",,1d12 穿刺,"双手, 弹药 (射程 40/120\xa0尺; 枪械子弹), 装填",精通: 缓速,10 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+3的额外加成。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 使用具有弹药属性的武器发动远程攻击时，你必须拥有该武器需求的弹药。所需弹药的种类会与武器的射程写在一起。每次使用该武器攻击都会花费一枚弹药，且取出该弹药的行为视为此次攻击的一部分（你需要一只空手来为一把单手武器的弹药上膛或上弦）。在战斗结束后，你可以花费一分钟搜索战场，以回收你在战斗中所消耗的弹药的一半（向下取整），而剩下的那些弹药将会损失。

装填 Loading. 当你使用动作、附赠动作或反应来射击装填类武器时，你只能发射一枚弹药，不管你通常可以进行多少次攻击。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
+3 激光手枪,DMG'24,324,very rare,"武器 (激光手枪), 未来, 军用武器, 远程武器, 枪械",,3d6 光耀,"弹容 (50 发), 弹药 (40/120\xa0尺; 能量电池)",精通: 侵扰,2 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+3的额外加成。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 现代火器使用后，子弹即被销毁。未来式枪械使用的是能量单元，这些能量单元在耗尽时可能通过适当的设备进行再充电，具体由游戏主持人决定。

弹容 Reload. 你可以使用重新装填武器进行有限次数的射击。然后，你必须以一个动作或附赠动作的方式重新装填武器。

精通: 侵扰. 当你用这把武器命中一个生物并对其造成伤害时，直到你的下一回合结束前，你对该生物的下一次攻击检定将具有优势。"
+3 激光步枪,DMG'24,324,very rare,"武器 (激光步枪), 未来, 军用武器, 远程武器, 枪械",,3d8 光耀,"双手, 弹容 (30 发), 弹药 (100/300\xa0尺; 能量电池)",精通: 缓速,7 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+3的额外加成。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 现代火器使用后，子弹即被销毁。未来式枪械使用的是能量单元，这些能量单元在耗尽时可能通过适当的设备进行再充电，具体由游戏主持人决定。

弹容 Reload. 你可以使用重新装填武器进行有限次数的射击。然后，你必须以一个动作或附赠动作的方式重新装填武器。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
+3 狩猎步枪,DMG'24,324,very rare,"武器 (狩猎步枪), 现代, 军用武器, 远程武器, 枪械",,2d10 穿刺,"双手, 弹容 (5 发), 弹药 (80/240\xa0尺; 枪械子弹)",精通: 缓速,8 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+3的额外加成。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 现代火器使用后，子弹即被销毁。未来式枪械使用的是能量单元，这些能量单元在耗尽时可能通过适当的设备进行再充电，具体由游戏主持人决定。

弹容 Reload. 你可以使用重新装填武器进行有限次数的射击。然后，你必须以一个动作或附赠动作的方式重新装填武器。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
+3 环甲,DMG'24,230,legendary,重甲 (环甲),,AC 14,,,40 磅,,"穿戴这件护甲时，你的AC有+3的加值。

穿戴者在敏捷(隐匿)检定上具有劣势。"
+3 皮甲,DMG'24,230,legendary,轻甲 (皮甲),,AC 11 + 敏捷,,,10 磅,,穿戴这件护甲时，你的AC有+3的加值。
+3 盾牌,DMG'24,303,very rare,盾牌 (盾牌),,AC +2,,,6 磅,,持有此盾牌时，你获得 +3 的 护甲等级 加成，此外还有盾牌通常提供的防御等级加成。
+3 盾牌 (*),DMG'24,303,very rare,通用变体,,,,,,,"* 此通用变体与物品+3 盾牌具有相同的名称和来源.

当你持握这面护盾时，除了护盾对护甲等级的常规加值外，你的护甲等级还会获得+3加值。

基础物品 Base items. 这个变体物品可以应用于以下基础物品:

盾牌 (+3 盾牌)"
+3 矛,DMG'24,324,very rare,"武器 (矛), 简易武器, 近战武器",,1d6 穿刺,"多用 (1d8), 投掷 (20/60 尺)",精通: 削弱,3 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+3的额外加成。

投掷 Thrown. 如果一把武器具有投掷属性，你可以把它投掷出去来发动一次远程攻击。同时，拔出这把武器可以视作这次攻击的一部分。如果投掷出去的武器是一把近战武器，则你在攻击检定和伤害掷骰中使用与你用其发动近战攻击时相同的属性调整值。

多用 Versatile. 多用武器可以单手使用也可以双手使用。该词条后将跟随一个括号，其内的伤害数值即为双手持用该武器进行近战攻击时的伤害。

精通: 削弱. 当你用这把武器命中一个生物时，直到你的下一回合开始前，该生物的下一次攻击检定将具有劣势。"
+3 短剑,DMG'24,324,very rare,"武器 (短剑), 军用武器, 近战武器",,1d6 穿刺,"灵巧, 轻型",精通: 侵扰,2 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+3的额外加成。

灵巧 Finesse. 使用一把灵巧武器发动攻击时，你可以自由选择此次攻击检定与伤害掷骰使用力量调整值还是敏捷调整值。但是攻击检定与伤害掷骰必须使用同一个调整值。

轻型 Light. 当你在自己回合中执行攻击动作，并用一把轻型武器发动一次攻击后，你可以在同一回合中用附赠动作发动一次额外的攻击。这次额外的攻击你必须使用另一把轻型武器发动，并且这次攻击的伤害无法加入你的属性调整值（除非该调整值为负数）。例如，若你在你的回合中执行了攻击动作，一只手手持短剑，另一只手手持匕首，而这两把武器均有轻型词条，则你可以使用你的动作和附赠动作，来用这两把武器各发动一次攻击。但你不能将力量或敏捷调整值加入附赠动作攻击武器的造成的伤害中（除非该调整值为负数）。

精通: 侵扰. 当你用这把武器命中一个生物并对其造成伤害时，直到你的下一回合结束前，你对该生物的下一次攻击检定将具有优势。"
+3 短弓,DMG'24,324,very rare,"武器 (短弓), 简易武器, 远程武器",,1d6 穿刺,"双手, 弹药 (射程 80/320\xa0尺; 箭)",精通: 侵扰,2 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+3的额外加成。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 使用具有弹药属性的武器发动远程攻击时，你必须拥有该武器需求的弹药。所需弹药的种类会与武器的射程写在一起。每次使用该武器攻击都会花费一枚弹药，且取出该弹药的行为视为此次攻击的一部分（你需要一只空手来为一把单手武器的弹药上膛或上弦）。在战斗结束后，你可以花费一分钟搜索战场，以回收你在战斗中所消耗的弹药的一半（向下取整），而剩下的那些弹药将会损失。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 侵扰. 当你用这把武器命中一个生物并对其造成伤害时，直到你的下一回合结束前，你对该生物的下一次攻击检定将具有优势。"
+3 短棒,DMG'24,324,very rare,"武器 (短棒), 简易武器, 近战武器",,1d4 钝击,轻型,精通: 缓速,2 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+3的额外加成。

轻型 Light. 当你在自己回合中执行攻击动作，并用一把轻型武器发动一次攻击后，你可以在同一回合中用附赠动作发动一次额外的攻击。这次额外的攻击你必须使用另一把轻型武器发动，并且这次攻击的伤害无法加入你的属性调整值（除非该调整值为负数）。例如，若你在你的回合中执行了攻击动作，一只手手持短剑，另一只手手持匕首，而这两把武器均有轻型词条，则你可以使用你的动作和附赠动作，来用这两把武器各发动一次攻击。但你不能将力量或敏捷调整值加入附赠动作攻击武器的造成的伤害中（除非该调整值为负数）。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
+3 硬头锤,DMG'24,324,very rare,"武器 (硬头锤), 简易武器, 近战武器",,1d6 钝击,,精通: 削弱,4 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+3的额外加成。

精通: 削弱. 当你用这把武器命中一个生物时，直到你的下一回合开始前，该生物的下一次攻击检定将具有劣势。"
+3 神功绑带,DMG'24,325,very rare,奇物,,,,,,,裹着这套布制绑带期间，你的徒手打击的攻击检定与伤害掷骰获得+3加值。且你可以令你的徒手打击造成力场伤害，而非原本的伤害类型。
